Location,date_months,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm
Adelaide,2008-07,7.348,14.524000000000001,2.824,39.84,12.16,16.76,72.88,59.76,1019.768,1018.196,10.764000000000001,13.488000000000001
Adelaide,2008-08,6.144,14.888,3.224,35.36,9.76,16.12,73.96,56.88,1025.572,1023.8759999999999,10.299999999999997,13.84
Adelaide,2008-09,9.575000000000001,20.021428571428572,0.5714285714285714,40.25,14.785714285714286,17.785714285714285,53.32142857142857,38.714285714285715,1019.4642857142859,1017.2499999999999,15.050000000000002,18.960714285714285
Adelaide,2008-10,11.837037037037037,23.855555555555558,0.28148148148148144,34.111111111111114,11.37037037037037,17.185185185185187,44.55555555555556,30.14814814814815,983.4074074074074,1019.3851851851852,16.97037037037037,23.314814814814813
Adelaide,2008-11,14.250000000000002,24.709999999999997,0.45999999999999996,40.63333333333333,12.466666666666667,18.3,52.6,35.833333333333336,1013.0066666666667,1011.2633333333332,18.41,23.06333333333334
Adelaide,2008-12,15.403225806451617,25.49677419354838,1.3032258064516133,36.61290322580645,13.129032258064516,15.161290322580646,55.806451612903224,41.12903225806452,1011.7580645161293,1010.0677419354839,19.158064516129027,24.009677419354833
Adelaide,2009-01,17.932258064516123,32.00322580645162,0.03870967741935484,39.645161290322584,10.161290322580646,17.387096774193548,37.61290322580645,22.29032258064516,1014.0258064516128,979.5161290322582,23.658064516129024,29.758064516129036
Adelaide,2009-02,18.724999999999998,31.389285714285716,0.028571428571428574,39.035714285714285,8.857142857142858,18.321428571428573,42.392857142857146,29.107142857142858,1014.8035714285712,1013.0571428571424,23.13571428571429,29.19285714285714
Adelaide,2009-03,15.09354838709677,26.277419354838713,0.6903225806451613,34.193548387096776,7.064516129032258,16.483870967741936,58.74193548387097,40.87096774193548,1017.5645161290323,1016.0387096774192,18.667741935483864,24.75806451612903
Adelaide,2009-04,12.966666666666669,22.849999999999998,2.453333333333333,35.13333333333333,9.366666666666667,16.333333333333332,58.13333333333333,45.4,1019.81,1017.6100000000001,17.583333333333332,21.486666666666665
Adelaide,2009-05,10.532258064516126,18.116129032258065,2.032258064516129,28.451612903225808,6.548387096774194,11.0,74.54838709677419,60.54838709677419,1024.5645161290322,1022.3612903225808,14.038709677419357,17.164516129032258
Adelaide,2009-06,8.603333333333332,16.47666666666667,1.7333333333333336,34.333333333333336,10.233333333333333,14.4,75.16666666666667,60.13333333333333,1014.9766666666667,1013.1166666666664,11.846666666666668,15.440000000000001
Adelaide,2009-07,8.993548387096773,15.783870967741937,3.5161290322580654,38.16129032258065,12.387096774193548,16.774193548387096,76.0,59.903225806451616,1018.0322580645159,1016.548387096774,11.254838709677422,14.919354838709674
Adelaide,2009-08,9.413333333333334,18.286666666666665,1.8000000000000003,42.666666666666664,13.2,18.933333333333334,66.6,51.266666666666666,1015.3666666666669,1013.1466666666666,13.256666666666666,17.276666666666664
Adelaide,2009-09,10.546428571428569,19.503571428571423,2.192857142857143,43.0,14.821428571428571,17.571428571428573,53.035714285714285,47.5,978.3357142857141,1012.0071428571426,14.821428571428571,17.774999999999995
Adelaide,2009-10,11.493548387096771,21.92258064516129,0.5935483870967742,39.32258064516129,11.548387096774194,16.903225806451612,53.61290322580645,40.83870967741935,1021.0838709677419,1019.4225806451612,16.18709677419355,20.71935483870968
